File Name,Hearing Date,Decision Date,Case Number,Address,Type,Section,Description,Decision,OCR Flag
6210 Penn Ave - 84-C-55 - Case 78 of 2022.pdf,"April 14, 2022 (Virtual Hearing)","May 17, 2022",78 of 2022,6210 Penn Avenue,Variance,Section 914.02A,5 off-street parking spaces requirement; 0 proposed,"Decision: The Applicant’s request for a special exception pursuant to Section 911.04.A.57to allow a 4,870 sf restaurant (general) use and request for a variance from theoff-street parking requirement is hereby APPROVED, subject to the conditionthat the Applicant provide information regarding the parking garage to itscustomers.",False
6214 Monitor St - 87-P-231 - Case 143 of 2022.pdf,"July 14, 2022 (Virtual Hearing)","August 12, 2020",143 of 2022,6214 Monitor Street,Variance, Section 903.03.B.2,"Minimum 30’ front setback required, 22’-3’’ requested","Decision: The Applicant’s request for a variance from Section 903.03.B.2 to allow a 22’-3”front setback, resulting from the enclosure of a portion of an existing frontporch, is hereby APPROVED, subject to the condition that no new porchstructure shall extend from the enclosed portion of the structure into the frontsetback.",False
6214 Walnut Street - 14 of 2025.pdf,"March 6, 2025","May 5, 2025",14 of 2025,6214 Walnut Street,Variance, Section 903.03.C,"1,800 sf minimum lot size per unit requested; 1,622 sf per unit requested","Decision: The Applicant’s request for variances from Sections 903.03.C, 914.06.A,914.10.A and a special exception pursuant to section 916.04.B to construct a12-unit multi-unit residential development, as described to the Board, ishereby APPROVED.RECUSEDAlice B. Mitinger, Chair",False
6214 Walnut Street - 14 of 2025.pdf,"March 6, 2025","May 5, 2025",14 of 2025,6214 Walnut Street,Variance, Section 903.03.C,25’ minimum front setback; 14’-6” requested,"Decision: The Applicant’s request for variances from Sections 903.03.C, 914.06.A,914.10.A and a special exception pursuant to section 916.04.B to construct a12-unit multi-unit residential development, as described to the Board, ishereby APPROVED.RECUSEDAlice B. Mitinger, Chair",False
6214 Walnut Street - 14 of 2025.pdf,"March 6, 2025","May 5, 2025",14 of 2025,6214 Walnut Street,Variance, Section 903.03.C,25’ minimum rear setback; 5’ requested,"Decision: The Applicant’s request for variances from Sections 903.03.C, 914.06.A,914.10.A and a special exception pursuant to section 916.04.B to construct a12-unit multi-unit residential development, as described to the Board, ishereby APPROVED.RECUSEDAlice B. Mitinger, Chair",False
6214 Walnut Street - 14 of 2025.pdf,"March 6, 2025","May 5, 2025",14 of 2025,6214 Walnut Street,Variance, Section 903.03.C,10’ minimum interior sideyard setback required; 5’-8” requested,"Decision: The Applicant’s request for variances from Sections 903.03.C, 914.06.A,914.10.A and a special exception pursuant to section 916.04.B to construct a12-unit multi-unit residential development, as described to the Board, ishereby APPROVED.RECUSEDAlice B. Mitinger, Chair",False
6214 Walnut Street - 14 of 2025.pdf,"March 6, 2025","May 5, 2025",14 of 2025,6214 Walnut Street,Variance,Section 914.06.A,One ADA parking space required; 0 requested,"Decision: The Applicant’s request for variances from Sections 903.03.C, 914.06.A,914.10.A and a special exception pursuant to section 916.04.B to construct a12-unit multi-unit residential development, as described to the Board, ishereby APPROVED.RECUSEDAlice B. Mitinger, Chair",False
6214 Walnut Street - 14 of 2025.pdf,"March 6, 2025","May 5, 2025",14 of 2025,6214 Walnut Street,Variance,Section 914.10.A,One loading space required; 0 requested,"Decision: The Applicant’s request for variances from Sections 903.03.C, 914.06.A,914.10.A and a special exception pursuant to section 916.04.B to construct a12-unit multi-unit residential development, as described to the Board, ishereby APPROVED.RECUSEDAlice B. Mitinger, Chair",False
6214 Walnut Street - 14 of 2025.pdf,"March 6, 2025","May 5, 2025",14 of 2025,6214 Walnut Street,Variance,Section 914.10.A,30’ residential compatibility,"Decision: The Applicant’s request for variances from Sections 903.03.C, 914.06.A,914.10.A and a special exception pursuant to section 916.04.B to construct a12-unit multi-unit residential development, as described to the Board, ishereby APPROVED.RECUSEDAlice B. Mitinger, Chair",False
6214 Walnut Street - 14 of 2025.pdf,"March 6, 2025","May 5, 2025",14 of 2025,6214 Walnut Street,Special Exception,Section 916.04.B,setback required for trash area; 8’-4” requested,"Decision: The Applicant’s request for variances from Sections 903.03.C, 914.06.A,914.10.A and a special exception pursuant to section 916.04.B to construct a12-unit multi-unit residential development, as described to the Board, ishereby APPROVED.RECUSEDAlice B. Mitinger, Chair",False
6216 HUNTRESS ST - 019-17.pdf,"February 16, 2017","March 2, 2017",19 of 2017,6216 Huntress Street,Variance, | 903.03.D.2,Minimum 5ft interior side setback required and 2ft requested,Decision: The Applicant's request for a variance from Code Section 903.03.D.2 is herebyAPPROVED.,True
6219 Nicholson St - 87-H-20 - 222 of 2021.pdf,"October 21, 2021 (Virtual Hearing)","November 16, 2021",222 of 2021,6219 Nicholson Street,Variance, Section 915.02.A.1(e ),"Maximum height of retaining wall 10 ft. permitted, 14 ft. proposed","Decision: The Applicant’s request for a variance from Section 915.02.A.1 to allow a 14’high retaining wall, with a height of approximately 11’ from grade is herebyAPPROVED.",False
622 SAINT JAMES ST - 52-C-233 - ZBA CASE 154-19.pdf,"June 20, 2019","July 18, 2019",154 of 2019,622 Saint James Street,Variance, 903.03.B.2,Minimum 5 ft. interior side setback required and 0 ft. requested,Decision: The Applicant's request for variances from Code Sections 903.03.B.2 and 912.04.B ishereby APPROVED.John J. Richardson,True
622 SAINT JAMES ST - 52-C-233 - ZBA CASE 154-19.pdf,"June 20, 2019","July 18, 2019",154 of 2019,622 Saint James Street,Variance, 903.03.B.2,—t,Decision: The Applicant's request for variances from Code Sections 903.03.B.2 and 912.04.B ishereby APPROVED.John J. Richardson,True
622 SAINT JAMES ST - 52-C-233 - ZBA CASE 154-19.pdf,"June 20, 2019","July 18, 2019",154 of 2019,622 Saint James Street,Variance,912.04.B,Minimum5 ft. rear setback required and 0 ft. requested,Decision: The Applicant's request for variances from Code Sections 903.03.B.2 and 912.04.B ishereby APPROVED.John J. Richardson,True
6223 MEADOW ST  203-14.pdf,"September 18, 2014","October 23, 2014",203 of 2014,6223 Meadow Street,Special Exception, 921.02.A.1 “,Expansion of a non-conforming use is a Special Exception,"Decision: The Applicant’s request for special exception approval pursuant to Code Section921.02.A.1 and variances under Code Sections 921.02.A.1, 921.02.A.2, 911.04.A.74,911.02, 903.03.D, 912.04.C, 916.02.A.2.c, 916.04.B, 914.02.A, and 918.02.C is herebyAPPROVED WITH THE FOLLOWING CONDITIONS subject to the opinion of theZoning Board of Adjustment:1. An updated landscaping plan that meets the requirements of Code Section918.06, the Code’s Alternative Compliance requirement for Landscaping, shallbe submitted to the Zoning Administrator shall be submitted to the ZoningAdministrator for review and approval.No cyclone or chain link fencing shall be used on the property. Details ofproposed screening shall be submitted to the Zoning Administrator for reviewand approval.New curb cuts shall be reviewed and approved by the Department of PublicWorks.All vehicles that are being serviced must be serviced within the structure orwithin the parking lot.All vehicles and equipment must be brought inside after business hours.lice B. Mitinger, ChairJohn J. Richardson",True
6223 MEADOW ST  203-14.pdf,"September 18, 2014","October 23, 2014",203 of 2014,6223 Meadow Street,Special Exception,—___},—___+,"Decision: The Applicant’s request for special exception approval pursuant to Code Section921.02.A.1 and variances under Code Sections 921.02.A.1, 921.02.A.2, 911.04.A.74,911.02, 903.03.D, 912.04.C, 916.02.A.2.c, 916.04.B, 914.02.A, and 918.02.C is herebyAPPROVED WITH THE FOLLOWING CONDITIONS subject to the opinion of theZoning Board of Adjustment:1. An updated landscaping plan that meets the requirements of Code Section918.06, the Code’s Alternative Compliance requirement for Landscaping, shallbe submitted to the Zoning Administrator shall be submitted to the ZoningAdministrator for review and approval.No cyclone or chain link fencing shall be used on the property. Details ofproposed screening shall be submitted to the Zoning Administrator for reviewand approval.New curb cuts shall be reviewed and approved by the Department of PublicWorks.All vehicles that are being serviced must be serviced within the structure orwithin the parking lot.All vehicles and equipment must be brought inside after business hours.lice B. Mitinger, ChairJohn J. Richardson",True
6223 MEADOW ST  203-14.pdf,"September 18, 2014","October 23, 2014",203 of 2014,6223 Meadow Street,Variance,| 921.02.A.1,"roc aeeted of a nonconforming use is limited to 15%, over 100%","Decision: The Applicant’s request for special exception approval pursuant to Code Section921.02.A.1 and variances under Code Sections 921.02.A.1, 921.02.A.2, 911.04.A.74,911.02, 903.03.D, 912.04.C, 916.02.A.2.c, 916.04.B, 914.02.A, and 918.02.C is herebyAPPROVED WITH THE FOLLOWING CONDITIONS subject to the opinion of theZoning Board of Adjustment:1. An updated landscaping plan that meets the requirements of Code Section918.06, the Code’s Alternative Compliance requirement for Landscaping, shallbe submitted to the Zoning Administrator shall be submitted to the ZoningAdministrator for review and approval.No cyclone or chain link fencing shall be used on the property. Details ofproposed screening shall be submitted to the Zoning Administrator for reviewand approval.New curb cuts shall be reviewed and approved by the Department of PublicWorks.All vehicles that are being serviced must be serviced within the structure orwithin the parking lot.All vehicles and equipment must be brought inside after business hours.lice B. Mitinger, ChairJohn J. Richardson",True
6223 MEADOW ST  203-14.pdf,"September 18, 2014","October 23, 2014",203 of 2014,6223 Meadow Street,Variance,|,The lot on which a nonconforming use is situated may not be,"Decision: The Applicant’s request for special exception approval pursuant to Code Section921.02.A.1 and variances under Code Sections 921.02.A.1, 921.02.A.2, 911.04.A.74,911.02, 903.03.D, 912.04.C, 916.02.A.2.c, 916.04.B, 914.02.A, and 918.02.C is herebyAPPROVED WITH THE FOLLOWING CONDITIONS subject to the opinion of theZoning Board of Adjustment:1. An updated landscaping plan that meets the requirements of Code Section918.06, the Code’s Alternative Compliance requirement for Landscaping, shallbe submitted to the Zoning Administrator shall be submitted to the ZoningAdministrator for review and approval.No cyclone or chain link fencing shall be used on the property. Details ofproposed screening shall be submitted to the Zoning Administrator for reviewand approval.New curb cuts shall be reviewed and approved by the Department of PublicWorks.All vehicles that are being serviced must be serviced within the structure orwithin the parking lot.All vehicles and equipment must be brought inside after business hours.lice B. Mitinger, ChairJohn J. Richardson",True
6223 MEADOW ST  203-14.pdf,"September 18, 2014","October 23, 2014",203 of 2014,6223 Meadow Street,Variance,|916.04.B,"Dumpsters must be at least 30ft from property zoned R, and 19ft is requested","Decision: The Applicant’s request for special exception approval pursuant to Code Section921.02.A.1 and variances under Code Sections 921.02.A.1, 921.02.A.2, 911.04.A.74,911.02, 903.03.D, 912.04.C, 916.02.A.2.c, 916.04.B, 914.02.A, and 918.02.C is herebyAPPROVED WITH THE FOLLOWING CONDITIONS subject to the opinion of theZoning Board of Adjustment:1. An updated landscaping plan that meets the requirements of Code Section918.06, the Code’s Alternative Compliance requirement for Landscaping, shallbe submitted to the Zoning Administrator shall be submitted to the ZoningAdministrator for review and approval.No cyclone or chain link fencing shall be used on the property. Details ofproposed screening shall be submitted to the Zoning Administrator for reviewand approval.New curb cuts shall be reviewed and approved by the Department of PublicWorks.All vehicles that are being serviced must be serviced within the structure orwithin the parking lot.All vehicles and equipment must be brought inside after business hours.lice B. Mitinger, ChairJohn J. Richardson",True
6223 Meadow Street - 21 of 2024.pdf,"March 14, 2024 (Hybrid Hearing)","April 12, 2024",21 of 2024,6223 Meadow Street,Review, Section 919.01.F,Review signs for non- conforming vehicle repair use,"Decision: The Applicant’s request for a 60 sf wall sign and three 12 sf signs to identifythe non-conforming vehicle repair use is hereby APPROVED, subject to thecondition that the 60 sf sign is only illuminated during the business hours ofthe use.",False
6229 Nicholson Street - 87-H-26 - Case 114 of 2021.pdf,"May 6, 2021 (Virtual Hearing)","June 11, 2021",114 of 2021,6229 Nicholson Street,Variance, Sections 903.03.B.2/912.04.C,"5’ interior side setback required, 0’ requested","Decision: The Applicant’s request for a variance from Sections 903.03.B.s and 912.04.Cto allow a deck with 0’ and 1; interior side setbacks, as described, is herebyAPPROVED.",False
623 BROOKLINE BLVD 083-14.pdf,"April 3, 2014","May 1, 2014",,623 Brookline Boulevard,Special Exception, 911.04.A.414,Use of multi-suite residential (general) is a Special Exceptioni n LNC zoning district -,"Decision: The Applicant's request for variance under Code Section 911.04.4,41(2).d andSpecial Exception under Code Section 911.04.A.41 is hereby APPROVED.",True
